ticket_id,title,category_reported,domain,priority,severity,status,created_at,resolved_at,description,symptoms,impact,service_component,environment,technology_stack,root_cause,resolution_steps,runbook_available,runbook_used,manual_intervention,true_category,predicted_category,confidence_score,resolution_time_minutes
INC-1057,OAuth token refresh broken,Incident,Authentication / Authorization Issues,P3,Medium,Resolved,2026-01-12 12:51:00,2026-01-12 22:51:00,"API clients getting 401 after 1 hour, refresh token invalid. Please look into this.",API clients getting 401 after 1 hour. Refresh token call returns invalid_grant.,All API integrations failing after initial token expires.,Session Store,Production,Keycloak,Refresh token invalidated on any login event due to misconfigured session policy.,1. Identified session policy setting. 2. Disabled rotate-on-login. 3. Reissued tokens.,True,False,True,Incident,Incident,0.94,600
INC-1058,DNS resolution failing,Bug,Network / Connectivity Issues,P2,High,In Progress,2025-11-18 19:22:00,,FYI - Services cannot resolve internal and external domains intermittently.,Services intermittently failing to resolve internal and external domains.,Cascading failures across 4 services depending on external APIs.,CoreDNS,Staging,Kubernetes,Pending investigation,Pending investigation,True,False,False,Bug,Bug,0.95,
INC-1059,Add rate limiting to public API,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2026-01-19 08:32:00,2026-01-20 18:32:00,Tech debt item: Public API has no rate limiting. Identified during capacity planning — need to implement before launch.,"No immediate symptoms, identified during capacity planning review.",Risk of API abuse if not addressed before product launch.,Reporting Job,Production,"React, Node.js",Rate limiting was never implemented on public-facing endpoints.,1. Evaluated django-ratelimit. 2. Implemented per-IP throttle. 3. Tested with load script.,True,True,False,Improvement / Task,Improvement / Task,0.91,2040
INC-1060,Implement SLO-based alerting,Improvement / Task,Monitoring / Alert Noise,P3,Low,Closed,2025-09-10 05:37:00,2025-09-11 10:37:00,Tech debt item: Current alerts track symptoms not reliability targets. Need to define SLOs and error budget alerts.,"Current alerts track symptoms, not user-facing reliability targets.",Hard to know if reliability commitments are being met.,PagerDuty,Production,"Datadog, PagerDuty","No SLOs defined, alerting purely infrastructure-focused.",1. Defined SLOs for 3 key services. 2. Implemented error budget alerts. 3. Created SLO dashboard.,False,False,False,Improvement / Task,Improvement / Task,0.96,1740
INC-1061,Replication lag spike,Incident,Database Issues,P1,Critical,In Progress,2025-11-24 21:39:00,,FYI - Read replica falling 45 minutes behind primary. Any ideas?,Read replica falling 45 minutes behind primary. Analytics queries returning stale data.,"Reporting dashboards showing incorrect figures, business decisions affected.",Analytics DB,Production,MySQL,Pending investigation,Pending investigation,False,False,True,Incident,Incident,0.71,
INC-1062,Intermittent packet loss,Bug,Network / Connectivity Issues,P3,Low,Closed,2025-08-23 19:50:00,2025-08-28 15:50:00,"Customer reported: 2-5% ping loss between nodes, TCP retransmits elevated.",Ping loss between nodes 2-5% intermittently. TCP retransmits elevated.,"Degraded performance for all real-time features, chat and notifications affected.",CoreDNS,Production,Istio,Faulty NIC on one hypervisor host causing CRC errors.,1. Identified host with mtr. 2. Migrated VMs. 3. Raised ticket with data centre.,False,False,False,Bug,Bug,0.74,6960
INC-1063,Grafana dashboard showing no data,Bug,Monitoring / Alert Noise,P3,Low,Resolved,2025-11-09 10:35:00,2025-11-09 16:35:00,Urgent: All Grafana panels showing No Data despite metrics being present.,All panels in production dashboard showing No Data. Metrics visible in Prometheus UI.,Operations team blind to production health.,Monitoring,Production,Prometheus,Grafana datasource URL changed after Prometheus pod rescheduled to new IP.,1. Updated datasource URL to use service DNS instead of pod IP. 2. Verified panels.,False,False,False,Bug,Bug,0.96,360
INC-1064,SSO login loop,Bug,Authentication / Authorization Issues,P2,Medium,Closed,2025-09-21 11:20:00,2025-09-23 07:20:00,Users redirected in infinite loop between app and SSO provider.,Users redirected in infinite loop between app and SSO provider. Never lands on dashboard.,"All SSO-based logins broken, affecting 80% of user base.",IAM Module,Production,Keycloak,Redirect URI mismatch after domain change not updated in SSO provider config.,1. Updated redirect URI in Keycloak. 2. Cleared browser cookies. 3. Verified login flow.,False,False,False,Bug,Bug,0.98,2640
INC-1065,Memory leak in backend service,Bug,Application / Backend Issues,P2,Medium,Closed,2026-01-10 06:46:00,2026-01-12 12:46:00,"Urgent: Backend service memory growing unboundedly, pods restarting.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Order API,Production,"Python, Django",Celery worker holding reference to large object after task completion.,1. Identified object with memory profiler. 2. Added explicit del. 3. Redeployed.,False,False,True,Incident,Bug,0.66,3240
INC-1066,Replication lag spike,Incident,Database Issues,P3,Medium,Resolved,2025-12-04 10:15:00,2025-12-07 04:15:00,Read replica falling 45 minutes behind primary. It was working fine yesterday.,Read replica falling 45 minutes behind primary. Analytics queries returning stale data.,"Reporting dashboards showing incorrect figures, business decisions affected.",Inventory DB,Production,"PostgreSQL, Flyway",Long-running migration on primary blocked replication slot.,1. Cancelled migration. 2. Rescheduled for off-peak. 3. Monitored lag until recovered.,False,False,True,Incident,Incident,0.74,3960
INC-1067,One-off job failure,Incident,Misc / Edge / New Issues,P2,High,In Progress,2025-08-30 20:15:00,,"Nightly report generation failed once at 3 AM, no recurrence.",Nightly report generation failed once at 3 AM. No recurrence.,"Finance team missing one daily report, manually regenerated.",Data Pipeline,Production,"Celery, Redis",Pending investigation,Pending investigation,False,False,False,Incident,Incident,0.98,
INC-1068,API returning 500s,Incident,Application / Backend Issues,P3,Medium,Resolved,2026-01-23 19:33:00,2026-01-24 00:33:00,pls check ASAP: Checkout API is failing with 500 Internal Server Error.,"Spike in 500 status codes, logs show NullPointerException in payment module.",Users cannot complete checkout (approx 200 users affected).,Analytics API,Production,"Python, Django",Unhandled null value in payment payload from third-party provider.,1. Added null check. 2. Deployed hotfix. 3. Monitored error rates.,True,True,True,Incident,Incident,0.95,300
INC-1069,High CPU on worker nodes,Bug,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-08-10 12:07:00,2025-08-12 03:07:00,"Node CPU at 95%+, multiple pods throttled.",Node CPU at 95%+. Multiple pods throttled causing cascading slowdowns.,"System-wide latency spike, 3 services degraded simultaneously.",Celery Workers,Staging,"AWS EC2, Python",Runaway Celery task consuming CPU due to infinite retry loop on bad message.,1. Identified task with top. 2. Purged queue. 3. Added max_retries to task config.,False,False,False,Bug,Bug,0.78,2340
INC-1070,Service unreachable,Bug,Network / Connectivity Issues,P2,Medium,Resolved,2026-01-13 19:07:00,2026-01-14 00:07:00,"Auth service cannot reach User service, connection refused. Need a fix ASAP.",Auth service cannot reach User service. Connection refused on port 8080.,Login broken for all users.,VPN Gateway,Production,"Nginx, AWS ALB",NetworkPolicy accidentally blocking inter-service traffic after namespace migration.,1. Identified with kubectl describe netpol. 2. Reverted policy YAML. 3. Verified connectivity.,True,True,False,Bug,Bug,0.89,300
INC-1071,Memory leak in backend service,Bug,Application / Backend Issues,P3,Low,Closed,2025-12-28 00:29:00,2026-01-01 09:29:00,"Hey team, Backend service memory growing unboundedly, pods restarting.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Order API,Production,"Python, Django",Celery worker holding reference to large object after task completion.,1. Identified object with memory profiler. 2. Added explicit del. 3. Redeployed.,False,False,False,Bug,Bug,0.88,6300
INC-1072,One-off job failure,Incident,Misc / Edge / New Issues,P3,Medium,Resolved,2025-11-01 20:48:00,2025-11-02 05:48:00,"Nightly report generation failed once at 3 AM, no recurrence. Need a fix ASAP.",Nightly report generation failed once at 3 AM. No recurrence.,"Finance team missing one daily report, manually regenerated.",Webapp,Staging,React,Transient network blip to external API during report generation window.,1. Manually triggered report. 2. Added retry with exponential backoff. 3. Monitored.,False,False,False,Incident,Incident,0.81,540
INC-1073,Pod crash looping,Incident,Infrastructure / Cloud Issues,P1,High,Resolved,2025-12-26 20:07:00,2025-12-28 07:07:00,"Payment service pods in CrashLoopBackOff, restarting every 30s.",CrashLoopBackOff on payment-service pods. Restarts every 30 seconds.,"Payment service fully down, all transactions failing.",ELK Stack,Production,"Kubernetes, Docker",Missing environment variable after config map was accidentally deleted.,1. Checked pod logs. 2. Restored config map from git. 3. Pods stabilised.,True,True,True,Incident,Incident,0.73,2100
INC-1074,Upgrade deprecated library,Improvement / Task,Application / Backend Issues,P2,Low,Resolved,2025-10-05 01:24:00,2025-10-06 14:24:00,Raising this for tracking: Dependabot flagged a critical CVE in the requests library. Need to upgrade to patched version.,Dependabot flagged critical CVE in requests library.,Potential SSRF vulnerability if exploited.,Order API,Production,"Python, Django",Dependency pinned to old version and never updated.,1. Upgraded to patched version. 2. Ran regression tests. 3. Deployed.,False,False,True,Improvement / Task,Improvement / Task,0.83,2220
INC-1075,ArgoCD app out of sync,Bug,CI/CD & Deployment Issues,P1,High,In Progress,2025-10-23 20:16:00,,CRITICAL: ArgoCD showing OutOfSync but sync fails with permission error.,ArgoCD showing app OutOfSync but sync button fails with permission error.,"Config changes not deploying, manual kubectl apply required as workaround.",Jenkins,Production,"ArgoCD, Kustomize",Pending investigation,Pending investigation,False,False,True,Incident,Bug,0.67,
INC-1076,Deployment rollback needed,Incident,CI/CD & Deployment Issues,P2,High,Resolved,2026-01-11 11:13:00,2026-01-13 08:13:00,CRITICAL: Error rate spiked to 15% within 5 minutes of deployment.,Error rate spiked to 15% within 5 minutes of deployment. Latency tripled.,"Significant user-facing degradation, revenue-impacting.",Jenkins,Production,"Jenkins, GitHub Actions",Breaking API change in new release not caught by test suite.,1. Rolled back via ArgoCD. 2. Error rate normalised. 3. Added integration test for API contract.,True,True,True,Incident,Incident,0.72,2700
INC-1077,Duplicate alerts firing,Incident,Monitoring / Alert Noise,P2,High,In Progress,2025-10-11 17:12:00,,Receiving 50+ PagerDuty pages for the same event within 2 minutes. It was working fine yesterday.,Receiving 50+ PagerDuty pages for the same CPU spike event within 2 minutes.,"On-call engineer overwhelmed, real alerts buried in noise.",Alertmanager,Staging,OpenTelemetry,Pending investigation,Pending investigation,True,True,True,Incident,Incident,0.97,
INC-1078,Docker image build failing,Bug,CI/CD & Deployment Issues,P3,Medium,Closed,2025-08-14 17:28:00,2025-08-16 19:28:00,CI failing at docker build with package not found error.,CI failing at docker build step: 'package not found'. Worked in local builds.,All deployments blocked for 3 services sharing this base image.,Jenkins,Production,GitLab CI,Upstream Alpine package repository changed package name in new version.,1. Pinned base image to specific digest. 2. Updated package name. 3. Rebuilt.,False,False,False,Bug,Bug,0.96,3000
INC-1079,Add automated smoke tests post-deploy,Improvement / Task,CI/CD & Deployment Issues,P3,Low,In Progress,2025-10-11 08:24:00,,FYI - Post-incident review showed deployment issues could be caught in 2 minutes with basic smoke tests.,Post-incident review showed deployment issue could have been caught in 2 minutes.,Deployments currently have no automated health validation step.,GitHub Actions Runner,Production,"Jenkins, GitHub Actions",Pending investigation,Pending investigation,False,False,False,Improvement / Task,Improvement / Task,0.75,
INC-1080,TLS certificate expired,Bug,Network / Connectivity Issues,P2,High,Resolved,2025-10-02 19:26:00,2025-10-05 05:26:00,"Hey team, Browser showing certificate error, all HTTPS traffic failing.",Browser showing certificate error on main domain. API clients failing SSL handshake.,"All external traffic failing, complete customer-facing outage.",Load Balancer,Staging,"WireGuard, Linux",cert-manager failed to renew certificate due to DNS challenge timeout.,1. Manually renewed via Let's Encrypt. 2. Fixed DNS challenge config. 3. Verified cert-manager auto-renew.,False,False,True,Bug,Bug,0.71,3480
